name	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
PET0431	0.08217914991156924	-0.24165973029563578	0.11599056483532316	5.214272974208763e-4	-0.02141198567618185	-0.01562341550370579	-8.646469399296288e-4	-0.0065382222972736655	0.0029353222455581972	0.0011560164467788055	-3.901975132427552e-4	-0.005853935061627968	-0.003574661502118554	0.007247881369942787	-0.002251559583248653	0.002107792785491851	-0.0016849963815964238	0.005212630487734979	0.009538593841246308	0.008525083947942855
PET0432	0.07907221435020162	-0.24619707612501096	0.12057055208207307	-9.990986227164668e-5	-0.020752562417487637	-0.013908912067540673	5.48490772179892e-4	-0.0037455883474348944	5.897400159036604e-4	2.711112884678378e-4	-6.32727006388667e-4	-0.0015363128132194837	-0.005675707541415678	-2.6356612099319096e-4	0.0010303171866419872	7.150723459919248e-4	5.859917408918167e-4	-0.005594501640211774	0.007268302029800068	0.00275661891589412
PET0433	0.08770200736399023	-0.2723243415166684	0.1318858034658611	0.0016705437085304566	-0.03952981835417981	-0.023694455040852373	-0.007261545342361969	0.0021869308646633072	0.012165185824590814	0.008134184282506063	0.009153157098554333	0.004963373359209379	-0.012932158960010431	-0.007802970793029261	-0.001762984028231663	-0.0019516738932869673	0.0031156225577688825	0.0014804189382941917	0.009787793480331874	-7.018946061557909e-4
PET0434	0.08814375903930617	-0.2691832684127227	0.1327651750486924	0.002371184871297822	-0.03187427136328252	-0.022644906445845884	-0.002372350372848325	0.0019454981367767838	0.005292743319769878	0.004700853952302727	0.0066686134721211186	-1.0998473576162094e-4	-0.005869669708086644	-0.002737721757604731	-0.0013842924226953016	0.004295355589217191	-0.0014336455998090246	0.001235484895659947	0.0011463147953177425	0.009903731661253556
PET0435	0.09224282694351461	-0.3006043294554663	0.14769882322151995	0.002409845814605545	-0.04160467285463207	-0.029132662495628424	-0.0013958299640236067	-0.0024776070716320676	0.01655300166516231	9.42874761630938e-4	0.011266269100222232	0.001793279105787323	-3.9329241087714367e-4	-0.0043152125764822965	-0.0074854922331759185	0.0013089290435675425	3.367973455187194e-4	0.0086365397998591	0.005428289072950222	-0.005995418067051204
PET0436	0.09395893691673314	-0.2950223460192533	0.14482142224680056	-3.458871620363273e-4	-0.033535972556824195	-0.029317813508545003	-0.006409984550927228	-0.008836226313998306	0.0082086167048306	-0.00568854347618235	0.006506876015848666	-0.00502787389042577	0.0032860224027773883	-4.6198204866580673e-4	-0.00742446070149394	1.5297519396166917e-5	-0.0012025423030190864	0.006366129939754647	0.0012952846344559885	-0.004018121728866333
PET0437	0.08459442223747526	-0.24919773165958056	0.11889462400317333	0.0033757919157884728	-0.02218400338867831	-0.019609802009635535	-0.008056852745831062	-6.56410695984442e-4	-0.008958508888936829	-0.005283877784534375	-0.003896466094213714	-1.1839237341182461e-4	-0.011397421058812994	0.004744496769726282	-0.009247898812327134	0.01082775126018347	-0.003416602874929383	0.009705054362056969	-0.010359014831368776	0.0068806652379933796
PET0438	0.08814640007117262	-0.26994463594737605	0.13180389256589176	0.003104962517019383	-0.0315621573181763	-0.02139626764298746	-0.007563689923913552	-0.010533512061443246	-0.0039900613669700945	-0.011355931885897712	-0.004509927810479277	-0.018110950241224204	-0.008361881870086203	0.007605585464124166	0.018666877392707563	0.0016249609211441934	0.009784768497545936	-0.007288591409986291	-0.02012961234591838	0.005389816914387538
PET0439	0.06880427655197073	-0.21574568842351616	0.0978128699057575	0.008517800925565262	-0.022833914156631288	-0.013575213078576169	0.002497097647258356	-0.007515581700312609	0.005741285555626344	-0.005670502747774003	-0.006657417117581552	-0.014307969863193715	1.3011687684099217e-4	0.004928277295837361	0.004204215504505406	-8.942263446596675e-4	0.0020001014926990164	-0.014911251647896468	-0.004534919012921166	-0.0038965585488190922
PET0440	0.08599548322234576	-0.2543387980123716	0.12464708022905374	0.006773895390053294	-0.029299963040381932	-0.02006648659473883	-0.010279260873838677	-0.007472588432645996	-0.00733102917287788	-0.00449464477120052	-0.01097737007176854	-0.018255592434740016	-0.0036284155209327902	8.523749682272305e-4	0.015524942633496621	0.0012590819352547222	0.0043764625486109815	-0.002910848336475354	-0.019490565298515502	0.0034761192670466545
PET0441	0.12945413793257973	0.01592181048886253	-0.12546974416000972	0.16805440460665247	-0.1245073846663221	-0.016706613024941072	-0.012431694606642337	-0.00823204621735235	0.0027634154935551178	0.01091160271732608	0.0060804805031398805	7.402870542632529e-4	-0.004833259873965417	-0.00503964086834329	0.0035997827925612503	-0.0011761288928446056	0.00511615314753639	-1.6574740394173683e-4	0.0037074517607507307	0.002980539376688089
PET0442	0.13406387462760982	0.016564041193272015	-0.13882684298266407	0.19719513899860477	-0.1506355407133949	-0.02142452093471272	-0.008829621902981432	-0.013270215526684618	-0.0013632445709831679	0.010356352112971975	0.004207938465222328	-0.0068148597428374	-0.00507811132689621	-0.0027768238710341067	0.005995942165062418	6.79646179639991e-4	-0.004408918088505262	0.0053760371107544735	0.005262570524658625	-0.006195408543608319
PET0443	0.13586922995205958	0.021502404212689164	-0.13509510120236493	0.18221666374672604	-0.1357575126093931	-0.017725286146884102	-0.01297624845940888	-0.013256912002982024	-0.006874945782085127	-0.004076605117468978	1.9615983759707138e-4	-0.007788506490946541	-0.007696659590293621	-8.994537971531658e-4	-0.001460447227904708	0.0012046975768579629	-0.001802601107424854	-1.760929443772727e-4	-0.00349289555951832	0.00819039665419854
PET0444	0.13950038338430526	0.024406802319726483	-0.14176181747097918	0.19141967300562382	-0.14090063109141315	-0.014222542365565603	-0.01545686803875705	-0.018190628285058585	-0.0033224789568234857	0.0013956600036258329	-0.001733777885683043	-0.004079669922967955	-0.008406250204305158	0.0020694925962023627	-3.307424868450164e-4	-0.010926718194039934	0.001599860842270918	-0.0010479469335023576	-0.013946544828391026	0.0054377647962825385
PET0445	0.14635716817588754	0.02479636155658635	-0.13518828042587944	0.17405439546468698	-0.12931374624035769	-0.015829277879979255	-0.013911128475194353	-0.012460800725528624	-0.003206029124324088	-0.0016831533942740966	-1.3464304550151048e-4	-0.003896947672694505	-0.009517893830547783	-0.0026318994861874658	-8.718011969017663e-4	0.010001418613955421	0.006787170228194895	0.007028613109342951	-0.0015196556304246094	-2.453216243634452e-4
